Ontology ID	In Subset
GAZ:00002942	Covid-19
GAZ:00004941	Covid-19
GAZ:00002733	Covid-19
GAZ:00005281	Covid-19
GAZ:00007117	Covid-19
GAZ:00003750	Covid-19
GAZ:00001251	Covid-19
GAZ:00005810	Covid-19
GAZ:00006886	Covid-19
GAZ:00002938	Covid-19
GAZ:00002934	Covid-19
GAZ:00000904	Covid-19
GAZ:00001264	Covid-19
GAZ:00003920	Covid-19
GAZ:00002511	Covid-19
GAZ:00025355	Covid-19
GAZ:00006887	Covid-19
GAZ:00001097	Covid-19
GAZ:00001453	Covid-19
GAZ:00002828	Covid-19
GAZ:00003961	Covid-19
GAZ:00003901	Covid-19
GAZ:00002950	Covid-19
GAZ:00000905	Covid-19
GAZ:00001090	Covid-19
GAZ:00006888	Covid-19
GAZ:00001093	Covid-19
GAZ:00002560	Covid-19
GAZ:00001227	Covid-19
GAZ:00003986	Covid-19
GAZ:00001089	Covid-19
GAZ:00000586	Covid-19
GAZ:00002825	Covid-19
GAZ:00002845	Covid-19
GAZ:00005915	Covid-19
GAZ:00005838	Covid-19
GAZ:00009721	Covid-19
GAZ:00002929	Covid-19
GAZ:00005820	Covid-19
GAZ:00053798	Covid-19
GAZ:00005917	Covid-19
GAZ:00002901	Covid-19
GAZ:00000906	Covid-19
GAZ:00002719	Covid-19
GAZ:00003762	Covid-19
GAZ:00012582	Covid-19
GAZ:00004006	Covid-19
GAZ:00002954	Covid-19
GAZ:00001086	Covid-19
GAZ:00005852	Covid-19
GAZ:00000582	Covid-19
GAZ:00006890	Covid-19
GAZ:00003952	Covid-19
GAZ:00002912	Covid-19
GAZ:00003934	Covid-19
GAZ:00002935	Covid-19
GAZ:00001091	Covid-19
GAZ:00000581	Covid-19
GAZ:00002959	Covid-19
GAZ:00001099	Covid-19
GAZ:00000567	Covid-19
GAZ:00005811	Covid-19
GAZ:00001412	Covid-19
GAZ:00059206	Covid-19
GAZ:00006891	Covid-19
GAZ:00002937	Covid-19
GAZ:00003940	Covid-19
GAZ:00002516	Covid-19
GAZ:00002918	Covid-19
GAZ:00003753	Covid-19
GAZ:00001092	Covid-19
GAZ:00000907	Covid-19
GAZ:00009571	Covid-19
GAZ:00004942	Covid-19
GAZ:00002646	Covid-19
GAZ:00000908	Covid-19
GAZ:00003987	Covid-19
GAZ:00005808	Covid-19
GAZ:00002945	Covid-19
GAZ:00001507	Covid-19
GAZ:02000573	Covid-19
GAZ:00067142	Covid-19
GAZ:00003706	Covid-19
GAZ:00002936	Covid-19
